Region,Sector,Metric,Unit,Scenario,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ASEAN ,Coastal Restoration,Max extent,Mha,pathway,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3
ASEAN ,Cropland Soil Health,Max extent,Mha,pathway,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5
ASEAN ,Improved Forest Mgmt,Max extent,Mha,pathway,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5
ASEAN ,Improved Rice,Max extent,Mha,pathway,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5
ASEAN ,Legumes,Max extent,Mha,pathway,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
ASEAN ,Natural Regeneration,Max extent,Mha,pathway,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5
ASEAN ,Nitrogen Fertilizer Management,Max extent,Mha,pathway,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5
ASEAN ,Optimal Intensity,Max extent,Mha,pathway,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5
ASEAN ,Peat Restoration,Max extent,Mha,pathway,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25
ASEAN ,Silvopasture,Max extent,Mha,pathway,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291
ASEAN ,Trees in Croplands,Max extent,Mha,pathway,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8
DevelopingECO ,Animal Mgmt,Max extent,Mha,pathway,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
DevelopingECO ,Avoided Coastal Impacts,Max extent,Mha,pathway,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0165,0.024,0.032,0.0395,0.0465,0.0535,0.0605,0.067,0.0735,0.08,0.0865,0.0925,0.098,0.104,0.1095,0.115,0.12,0.125,0.13,0.135,0.14,0.1445,0.149,0.1535,0.1575,0.1615,0.1655,0.1695,0.1735,0.177,0.181,0.1845,0.188,0.191,0.1945,0.1975,0.2005,0.2035,0.2065,0.2095,0.212,0.215,0.2175,0.22,0.2225,0.225,0.2275,0.2295,0.232,0.234,0.2365,0.2385,0.2405,0.2425,0.2445,0.246,0.248,0.2495,0.2515,0.253,0.2545,0.2565,0.258,0.2595,0.261,0.262,0.2635,0.265,0.2665,0.2675,0.269,0.27,0.271,0.2725,0.2735,0.2745,0.2755,0.2765,0.2775,0.2785
DevelopingECO ,Avoided Forest Conversion,Max extent,Mha,pathway,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.2335,0.346,0.4555,0.562,0.6655,0.7665,0.8645,0.96,1.0535,1.144,1.2325,1.3185,1.402,1.4835,1.563,1.6405,1.7155,1.789,1.86,1.9295,1.9975,2.063,2.1275,2.1895,2.2505,2.3095,2.3675,2.4235,2.478,2.5315,2.583,2.6335,2.6825,2.7305,2.777,2.8225,2.8665,2.9095,2.9515,2.992,3.032,3.0705,3.108,3.1445,3.1805,3.215,3.249,3.282,3.314,3.345,3.3755,3.405,3.434,3.462,3.4895,3.516,3.542,3.567,3.5915,3.6155,3.6385,3.6615,3.6835,3.705,3.726,3.7465,3.766,3.7855,3.804,3.8225,3.8405,3.8575,3.8745,3.891,3.907,3.9225,3.938,3.9525,3.967,3.981
DevelopingECO ,Avoided Peat Impacts,Max extent,Mha,pathway,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0205,0.03,0.0395,0.0485,0.0575,0.0665,0.075,0.083,0.0915,0.099,0.107,0.1145,0.1215,0.1285,0.1355,0.142,0.1485,0.155,0.161,0.167,0.173,0.179,0.1845,0.19,0.195,0.2,0.205,0.21,0.215,0.2195,0.224,0.228,0.2325,0.2365,0.2405,0.2445,0.2485,0.252,0.256,0.2595,0.263,0.266,0.2695,0.2725,0.2755,0.2785,0.2815,0.2845,0.287,0.29,0.2925,0.295,0.2975,0.3,0.3025,0.3045,0.307,0.309,0.3115,0.3135,0.3155,0.3175,0.319,0.321,0.323,0.3245,0.3265,0.328,0.3295,0.3315,0.333,0.3345,0.336,0.337,0.3385,0.34,0.3415,0.3425,0.344,0.345
DevelopingECO ,Biochar,Max extent,Mha,pathway,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835
DevelopingECO ,Coastal Restoration,Max extent,Mha,pathway,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3
DevelopingECO ,Cropland Soil Health,Max extent,Mha,pathway,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5
DevelopingECO ,Improved Forest Mgmt,Max extent,Mha,pathway,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5,1085.5
DevelopingECO ,Improved Rice,Max extent,Mha,pathway,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5
DevelopingECO ,Legumes,Max extent,Mha,pathway,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
DevelopingECO ,Natural Regeneration,Max extent,Mha,pathway,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5
DevelopingECO ,Nitrogen Fertilizer Management,Max extent,Mha,pathway,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5,736.5
DevelopingECO ,Optimal Intensity,Max extent,Mha,pathway,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5,395.5
DevelopingECO ,Peat Restoration,Max extent,Mha,pathway,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25,24.25
DevelopingECO ,Silvopasture,Max extent,Mha,pathway,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291
DevelopingECO ,Trees in Croplands,Max extent,Mha,pathway,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8,722.8
NAM ,Animal Mgmt,Observed adoption,M head cattle,pathway,6.61089167423155,6.61089167423155,6.61089167423155,6.61089167423155,6.61089167423155,6.61089167423155,7.34383556812905,8.15710261873275,9.0592766372836,10.0598078372922,11.1690884017341,12.3985318034146,13.7606553166739,15.2691649094352,16.9390413990018,18.7866263848822,20.8297060292643,23.0875902333374,25.5811841498017,28.3330482757809,31.3674425875183,34.7103493166692,38.3894680446686,42.4341758354358,46.8754441817988,51.745703670632,57.0786465612545,62.9089570317485,69.2719588154205,76.20317048673,83.737759944545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM ,Avoided Coastal Impacts,Observed adoption,Mha/yr,pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM ,Avoided Forest Conversion,Observed adoption,Mha saved/yr,pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM ,Avoided Peat Impacts,Observed adoption,Mha/yr,pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM ,Biochar,Observed adoption,Tg dm /yr,pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM ,Coastal Restoration,Observed adoption,Mha/yr,pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
